item_id,item_name,category,warehouse_id,stock_level,restock_threshold,supplier_id,cost_per_unit,selling_price,profit_margin,last_restock_date
I0542,Item_542,Clothing,W010,187,8,S008,401.46,365.16,0.23,2024-04-06 18:21:16.958006
I0543,Item_543,Clothing,W008,460,16,S007,94.18,995.69,0.29,2024-03-30 18:21:16.958012
I0544,Item_544,Toys,W006,172,31,S015,59.38,485.38,0.48,2024-10-10 18:21:16.958017
I0545,Item_545,Furniture,W003,479,46,S014,442.42,491.03,0.47,2024-03-15 18:21:16.958023
I0546,Item_546,Toys,W010,289,27,S008,174.75,570.19,0.18,2024-03-25 18:21:16.958035
I0547,Item_547,Furniture,W005,44,29,S012,343.52,917.59,0.24,2024-11-21 18:21:16.958044
I0548,Item_548,Toys,W006,60,25,S013,17.55,802.81,0.16,2024-04-04 18:21:16.958051
I0549,Item_549,Toys,W005,82,28,S011,346.57,456.62,0.3,2024-06-24 18:21:16.958056
I0550,Item_550,Electronics,W006,122,29,S017,161.47,721.51,0.28,2024-11-26 18:21:16.958062
I0551,Item_551,Clothing,W008,357,49,S017,32.59,590.37,0.46,2024-12-27 18:21:16.958067
I0552,Item_552,Toys,W007,15,36,S004,306.86,497.44,0.47,2025-01-27 18:21:16.958073
I0553,Item_553,Toys,W005,65,36,S008,124.2,200.39,0.25,2024-12-14 18:21:16.958078
I0554,Item_554,Food,W010,423,9,S005,196.47,469.3,0.3,2024-05-30 18:21:16.958084
I0555,Item_555,Clothing,W006,144,40,S016,44.89,253.36,0.46,2025-01-31 18:21:16.958089
I0556,Item_556,Food,W004,374,46,S004,77.85,915.69,0.42,2024-11-04 18:21:16.958095
I0557,Item_557,Clothing,W009,161,46,S015,152.5,342.05,0.1,2024-04-30 18:21:16.958101
I0558,Item_558,Food,W004,233,43,S012,49.43,952.74,0.23,2024-12-30 18:21:16.958106
I0559,Item_559,Toys,W001,379,20,S005,455.86,537.72,0.27,2024-07-16 18:21:16.958112
I0560,Item_560,Toys,W007,143,37,S016,7.99,635.23,0.19,2024-10-27 18:21:16.958117
I0561,Item_561,Electronics,W007,357,25,S014,244.51,547.51,0.18,2024-08-29 18:21:16.958123
I0562,Item_562,Food,W004,187,13,S010,66.01,138.09,0.12,2024-05-12 18:21:16.958128
I0563,Item_563,Furniture,W003,321,10,S007,157.3,382.06,0.36,2024-05-19 18:21:16.958133
I0564,Item_564,Electronics,W008,449,49,S013,463.4,108.15,0.21,2024-08-19 18:21:16.958139
I0565,Item_565,Food,W005,473,39,S020,85.04,626.72,0.12,2024-12-20 18:21:16.958144
I0566,Item_566,Food,W010,12,43,S005,483.09,452.41,0.19,2024-05-02 18:21:16.958150
I0567,Item_567,Electronics,W007,183,26,S003,106.87,780.21,0.42,2024-06-20 18:21:16.958156
I0568,Item_568,Toys,W004,110,45,S015,372.08,228.27,0.44,2024-12-10 18:21:16.958161
I0569,Item_569,Food,W004,414,9,S004,275.61,172.92,0.29,2024-10-10 18:21:16.958166
I0570,Item_570,Toys,W008,289,46,S015,442.82,412.27,0.27,2024-09-13 18:21:16.958172
I0571,Item_571,Electronics,W008,294,27,S014,279.23,927.32,0.49,2024-07-06 18:21:16.958177
I0572,Item_572,Toys,W002,450,21,S020,269.61,713.32,0.18,2024-06-14 18:21:16.958183
I0573,Item_573,Clothing,W002,391,16,S019,101.75,424.73,0.19,2024-05-06 18:21:16.958188
I0574,Item_574,Furniture,W003,214,27,S013,87.28,522.1,0.22,2024-09-07 18:21:16.958193
I0575,Item_575,Food,W003,461,20,S010,458.66,93.37,0.17,2024-04-13 18:21:16.958199
I0576,Item_576,Furniture,W001,119,7,S005,167.28,984.73,0.25,2024-09-03 18:21:16.958205
I0577,Item_577,Toys,W003,381,34,S020,189.18,669.74,0.46,2024-03-16 18:21:16.958210
I0578,Item_578,Food,W006,54,26,S020,381.11,292.55,0.35,2025-02-06 18:21:16.958215
I0579,Item_579,Toys,W008,26,13,S006,172.72,589.95,0.26,2024-12-16 18:21:16.958221
I0580,Item_580,Clothing,W010,117,33,S004,476.27,118.39,0.47,2024-03-23 18:21:16.958226
I0581,Item_581,Electronics,W006,220,41,S002,370.27,966.18,0.12,2024-10-31 18:21:16.958232
I0582,Item_582,Food,W005,230,27,S016,300.73,183.04,0.18,2024-12-06 18:21:16.958237
I0583,Item_583,Clothing,W004,52,17,S018,441.04,651.55,0.33,2025-02-09 18:21:16.958243
I0584,Item_584,Clothing,W003,294,36,S005,29.55,253.0,0.35,2024-09-01 18:21:16.958248
I0585,Item_585,Food,W004,320,27,S004,132.25,720.39,0.12,2024-05-31 18:21:16.958253
I0586,Item_586,Toys,W007,400,49,S013,235.19,779.05,0.26,2024-10-28 18:21:16.958259
I0587,Item_587,Clothing,W001,232,21,S019,117.35,676.69,0.36,2024-05-01 18:21:16.958264
I0588,Item_588,Furniture,W007,157,44,S002,373.23,618.35,0.38,2024-08-20 18:21:16.958270
I0589,Item_589,Clothing,W001,436,25,S013,460.01,893.54,0.36,2024-12-29 18:21:16.958275
I0590,Item_590,Toys,W002,268,6,S011,214.77,87.84,0.23,2024-08-09 18:21:16.958281
I0591,Item_591,Toys,W004,20,41,S004,174.36,337.61,0.14,2025-02-07 18:21:16.958286
I0592,Item_592,Furniture,W001,402,10,S020,480.97,255.8,0.27,2024-05-12 18:21:16.958291
I0593,Item_593,Clothing,W009,52,48,S020,225.2,988.13,0.15,2024-12-31 18:21:16.958297
I0594,Item_594,Toys,W006,274,22,S015,247.08,395.5,0.48,2024-05-31 18:21:16.958315
I0595,Item_595,Food,W001,312,34,S004,179.07,735.29,0.29,2024-04-27 18:21:16.958322
I0596,Item_596,Electronics,W001,280,26,S009,455.23,687.88,0.23,2024-11-29 18:21:16.958328
I0597,Item_597,Electronics,W006,213,37,S007,286.63,219.96,0.41,2024-04-12 18:21:16.958333
I0598,Item_598,Electronics,W004,30,34,S019,382.28,246.61,0.3,2025-01-26 18:21:16.958338
I0599,Item_599,Clothing,W004,336,21,S019,406.84,288.47,0.22,2025-02-02 18:21:16.958344
I0600,Item_600,Furniture,W006,182,47,S006,174.22,417.02,0.42,2024-04-09 18:21:16.958398
I0601,Item_601,Toys,W007,22,36,S006,219.68,241.98,0.45,2024-05-15 18:21:16.958408
I0602,Item_602,Food,W009,31,46,S020,424.99,29.45,0.37,2025-01-07 18:21:16.958418
I0603,Item_603,Food,W010,445,18,S015,184.81,880.6,0.12,2025-02-19 18:21:16.958427
I0604,Item_604,Clothing,W005,73,14,S015,398.0,965.95,0.33,2024-06-19 18:21:16.958435
I0605,Item_605,Electronics,W009,9,40,S020,470.79,348.15,0.41,2024-09-14 18:21:16.958444
I0606,Item_606,Clothing,W004,483,38,S009,313.49,345.12,0.15,2024-08-06 18:21:16.958453
I0607,Item_607,Furniture,W010,455,13,S004,372.11,17.02,0.19,2024-11-15 18:21:16.958461
I0608,Item_608,Furniture,W002,53,46,S018,403.52,683.45,0.45,2024-12-15 18:21:16.958466
I0609,Item_609,Toys,W003,51,32,S018,423.29,827.19,0.11,2024-09-14 18:21:16.958472
I0610,Item_610,Toys,W001,147,15,S005,200.55,155.14,0.4,2024-09-04 18:21:16.958477
I0611,Item_611,Furniture,W006,159,18,S020,30.38,168.07,0.29,2024-10-06 18:21:16.958483
I0612,Item_612,Furniture,W006,369,43,S011,203.93,792.18,0.28,2024-10-09 18:21:16.958488
I0613,Item_613,Furniture,W001,13,23,S005,338.51,620.13,0.1,2024-12-20 18:21:16.958497
I0614,Item_614,Clothing,W003,177,19,S004,227.92,54.41,0.43,2024-08-10 18:21:16.958506
I0615,Item_615,Furniture,W005,411,32,S012,375.74,626.32,0.24,2024-04-02 18:21:16.958515
I0616,Item_616,Food,W003,365,28,S002,181.71,315.83,0.32,2024-07-11 18:21:16.958523
I0617,Item_617,Electronics,W010,499,12,S013,319.2,375.04,0.37,2024-05-19 18:21:16.958532
I0618,Item_618,Furniture,W003,52,47,S010,97.28,772.03,0.38,2024-09-05 18:21:16.958541
I0619,Item_619,Electronics,W010,407,13,S009,375.94,812.83,0.48,2024-04-14 18:21:16.958550
I0620,Item_620,Clothing,W003,334,37,S010,275.12,406.35,0.31,2025-01-15 18:21:16.958557
I0621,Item_621,Electronics,W005,21,37,S007,106.01,947.68,0.26,2025-02-17 18:21:16.958563
I0622,Item_622,Clothing,W005,29,23,S004,149.5,412.4,0.48,2024-09-03 18:21:16.958568
I0623,Item_623,Food,W004,190,7,S019,375.56,774.12,0.36,2024-09-26 18:21:16.958573
I0624,Item_624,Clothing,W001,259,14,S010,243.89,489.04,0.22,2024-07-28 18:21:16.958578
I0625,Item_625,Clothing,W005,204,44,S003,111.94,898.56,0.15,2024-04-28 18:21:16.958584
I0626,Item_626,Toys,W010,58,46,S019,483.8,908.68,0.44,2024-11-30 18:21:16.958592
I0627,Item_627,Furniture,W005,470,5,S002,358.99,96.54,0.24,2024-06-16 18:21:16.958601
I0628,Item_628,Furniture,W004,263,33,S020,478.78,937.13,0.36,2025-02-03 18:21:16.958609
I0629,Item_629,Food,W006,465,38,S010,216.42,827.28,0.29,2024-06-12 18:21:16.958617
I0630,Item_630,Food,W010,11,17,S002,240.17,793.4,0.18,2025-01-22 18:21:16.958627
I0631,Item_631,Furniture,W004,118,5,S002,449.49,208.9,0.34,2024-06-09 18:21:16.958636
I0632,Item_632,Toys,W007,414,38,S017,264.9,807.07,0.12,2024-07-05 18:21:16.958646
I0633,Item_633,Furniture,W007,461,33,S016,355.1,851.63,0.27,2025-02-21 18:21:16.958664
I0634,Item_634,Toys,W002,289,17,S016,129.83,296.26,0.32,2024-03-14 18:21:16.958674
I0635,Item_635,Food,W003,337,33,S014,226.13,952.74,0.27,2024-04-22 18:21:16.958683
I0636,Item_636,Electronics,W001,247,43,S007,66.11,59.36,0.4,2024-07-12 18:21:16.958688
I0637,Item_637,Food,W008,353,28,S011,106.96,158.41,0.43,2024-05-16 18:21:16.958694
I0638,Item_638,Food,W009,126,30,S001,5.47,542.21,0.41,2024-12-16 18:21:16.958699
I0639,Item_639,Clothing,W004,74,21,S011,24.44,580.03,0.12,2024-04-17 18:21:16.958705
I0640,Item_640,Clothing,W006,360,11,S004,488.76,648.7,0.18,2024-02-26 18:21:16.958710
I0641,Item_641,Clothing,W009,203,17,S007,124.97,26.8,0.31,2024-06-15 18:21:16.958716
I0642,Item_642,Clothing,W006,48,9,S015,333.34,960.76,0.47,2024-10-03 18:21:16.958721
I0643,Item_643,Toys,W009,78,30,S018,420.35,54.14,0.43,2025-01-31 18:21:16.958727
I0644,Item_644,Furniture,W004,440,7,S012,277.58,151.63,0.44,2024-07-05 18:21:16.958733
I0645,Item_645,Electronics,W008,478,11,S017,80.81,23.87,0.22,2024-03-28 18:21:16.958738
I0646,Item_646,Food,W009,240,43,S001,365.42,571.19,0.27,2024-09-02 18:21:16.958744
I0647,Item_647,Toys,W004,348,5,S011,302.12,932.94,0.29,2024-03-29 18:21:16.958749
I0648,Item_648,Electronics,W005,153,21,S001,366.97,669.29,0.16,2024-04-05 18:21:16.958754
I0649,Item_649,Toys,W008,273,47,S015,386.02,824.43,0.11,2024-03-04 18:21:16.958759
I0650,Item_650,Toys,W010,95,29,S010,487.83,23.15,0.48,2024-09-18 18:21:16.958767
I0651,Item_651,Food,W006,213,7,S007,288.91,546.6,0.2,2024-03-13 18:21:16.958772
I0652,Item_652,Furniture,W007,293,19,S002,174.11,464.97,0.2,2024-03-13 18:21:16.958778
I0653,Item_653,Clothing,W003,208,33,S010,325.99,503.98,0.13,2024-05-14 18:21:16.958783
I0654,Item_654,Furniture,W007,342,47,S004,38.88,81.49,0.47,2025-02-06 18:21:16.958789
I0655,Item_655,Food,W008,87,36,S012,449.21,687.59,0.33,2025-01-11 18:21:16.958794
I0656,Item_656,Food,W010,305,30,S019,64.09,508.19,0.37,2024-09-22 18:21:16.958800
I0657,Item_657,Food,W006,263,20,S011,167.28,767.5,0.46,2024-03-06 18:21:16.958805
I0658,Item_658,Electronics,W010,424,29,S008,408.79,490.44,0.24,2024-07-08 18:21:16.958811
I0659,Item_659,Furniture,W009,389,32,S018,300.67,157.89,0.35,2024-04-14 18:21:16.958816
I0660,Item_660,Furniture,W006,324,13,S011,199.85,651.77,0.12,2024-07-14 18:21:16.958821
I0661,Item_661,Toys,W009,427,5,S011,239.35,180.66,0.17,2024-07-22 18:21:16.958827
I0662,Item_662,Toys,W004,376,33,S013,428.0,873.67,0.43,2024-12-30 18:21:16.958832
I0663,Item_663,Toys,W008,319,26,S003,173.3,616.99,0.41,2025-01-24 18:21:16.958837
I0664,Item_664,Food,W004,156,20,S012,435.48,165.63,0.24,2024-03-04 18:21:16.958843
I0665,Item_665,Furniture,W002,155,45,S003,48.63,962.71,0.25,2024-12-27 18:21:16.958848
I0666,Item_666,Food,W010,138,48,S010,389.52,523.18,0.31,2024-03-08 18:21:16.958853
I0667,Item_667,Electronics,W009,120,45,S017,424.54,82.17,0.1,2024-07-04 18:21:16.958859
I0668,Item_668,Toys,W005,64,11,S002,95.0,630.56,0.2,2024-11-09 18:21:16.958864
I0669,Item_669,Food,W004,106,18,S017,218.02,260.67,0.18,2024-08-17 18:21:16.958869
I0670,Item_670,Food,W002,146,33,S016,86.92,805.66,0.2,2025-02-06 18:21:16.958875
I0671,Item_671,Electronics,W001,136,23,S002,354.77,819.64,0.42,2024-07-13 18:21:16.958880
I0672,Item_672,Clothing,W007,410,23,S020,270.0,979.16,0.21,2024-09-10 18:21:16.958885
I0673,Item_673,Furniture,W006,161,6,S006,319.49,506.85,0.18,2024-12-15 18:21:16.958890
I0674,Item_674,Clothing,W002,427,45,S010,102.26,460.41,0.3,2024-02-28 18:21:16.958896
I0675,Item_675,Toys,W008,451,49,S010,109.81,755.94,0.45,2025-01-01 18:21:16.958902
I0676,Item_676,Food,W004,99,19,S008,25.54,141.15,0.2,2024-06-24 18:21:16.958907
I0677,Item_677,Electronics,W008,337,7,S001,164.42,551.45,0.13,2024-03-11 18:21:16.958914
I0678,Item_678,Electronics,W007,398,15,S013,282.07,550.79,0.24,2024-12-10 18:21:16.958924
I0679,Item_679,Furniture,W005,306,34,S009,429.68,98.58,0.4,2025-01-20 18:21:16.958932
I0680,Item_680,Clothing,W010,140,44,S010,335.13,423.8,0.32,2024-06-02 18:21:16.958940
I0681,Item_681,Furniture,W010,82,22,S015,220.52,854.75,0.43,2024-04-13 18:21:16.958948
I0682,Item_682,Food,W008,176,6,S005,476.79,857.59,0.48,2024-04-30 18:21:16.958957
I0683,Item_683,Furniture,W009,197,36,S016,361.03,108.25,0.42,2024-10-26 18:21:16.958963
I0684,Item_684,Electronics,W005,111,12,S013,465.43,99.81,0.34,2024-04-06 18:21:16.958968
I0685,Item_685,Electronics,W010,55,26,S020,266.16,270.07,0.3,2025-01-30 18:21:16.958973
I0686,Item_686,Toys,W005,459,10,S018,133.16,876.02,0.12,2024-09-17 18:21:16.958979
I0687,Item_687,Toys,W002,178,16,S011,31.15,137.61,0.49,2024-12-02 18:21:16.958984
I0688,Item_688,Food,W005,420,44,S009,364.41,722.8,0.25,2024-11-02 18:21:16.958990
I0689,Item_689,Clothing,W003,400,40,S016,65.04,110.15,0.16,2024-07-16 18:21:16.958995
I0690,Item_690,Furniture,W007,185,19,S002,154.87,626.91,0.37,2024-09-11 18:21:16.959003
I0691,Item_691,Food,W010,470,32,S002,268.57,362.51,0.21,2024-08-17 18:21:16.959013
I0692,Item_692,Toys,W005,217,49,S012,284.39,791.02,0.33,2024-09-02 18:21:16.959022
I0693,Item_693,Furniture,W008,412,22,S008,302.29,241.35,0.33,2025-02-23 18:21:16.959031
I0694,Item_694,Toys,W001,416,6,S009,87.3,642.81,0.28,2024-07-10 18:21:16.959041
I0695,Item_695,Furniture,W003,315,17,S012,192.97,243.33,0.43,2024-11-30 18:21:16.959048
I0696,Item_696,Clothing,W003,474,49,S009,310.51,716.52,0.21,2024-12-24 18:21:16.959054
I0697,Item_697,Food,W009,216,19,S010,485.06,874.94,0.28,2024-04-10 18:21:16.959059
I0698,Item_698,Furniture,W005,119,24,S002,365.18,135.53,0.32,2024-08-02 18:21:16.959064
I0699,Item_699,Electronics,W009,438,33,S016,461.69,867.93,0.37,2024-11-11 18:21:16.959070
I0700,Item_700,Electronics,W009,393,46,S020,382.29,597.64,0.41,2024-04-12 18:21:16.959075
I0701,Item_701,Furniture,W001,174,33,S007,297.9,135.84,0.26,2024-05-09 18:21:16.959080
I0702,Item_702,Furniture,W002,22,7,S002,100.05,433.27,0.36,2024-06-19 18:21:16.959086
I0703,Item_703,Furniture,W005,212,23,S001,335.01,169.25,0.16,2025-02-11 18:21:16.959091
I0704,Item_704,Electronics,W004,404,7,S019,313.57,703.34,0.47,2024-09-14 18:21:16.959097
I0705,Item_705,Electronics,W010,234,18,S004,303.22,761.28,0.25,2025-01-12 18:21:16.959102
I0706,Item_706,Furniture,W009,12,44,S002,247.44,114.74,0.39,2024-11-05 18:21:16.959110
I0707,Item_707,Toys,W007,100,8,S014,266.69,511.08,0.11,2024-08-03 18:21:16.959119
I0708,Item_708,Toys,W006,416,15,S002,170.55,816.48,0.18,2024-06-13 18:21:16.959128
I0709,Item_709,Clothing,W007,23,35,S015,262.06,936.8,0.29,2024-04-23 18:21:16.959135
I0710,Item_710,Food,W001,363,47,S012,102.79,518.38,0.45,2024-10-03 18:21:16.959140
I0711,Item_711,Toys,W001,10,36,S005,403.56,950.78,0.31,2024-10-01 18:21:16.959145
I0712,Item_712,Electronics,W008,272,31,S020,96.96,540.33,0.47,2024-04-29 18:21:16.959154
I0713,Item_713,Toys,W002,451,34,S007,47.06,400.25,0.29,2024-09-13 18:21:16.959163
I0714,Item_714,Clothing,W010,430,47,S010,220.94,849.72,0.3,2024-09-08 18:21:16.959172
I0715,Item_715,Clothing,W009,280,6,S014,330.86,498.05,0.15,2024-05-02 18:21:16.959181
I0716,Item_716,Food,W007,93,13,S014,221.67,477.18,0.42,2024-07-06 18:21:16.959191
I0717,Item_717,Toys,W006,200,32,S005,141.99,495.41,0.2,2024-05-29 18:21:16.959199
I0718,Item_718,Electronics,W001,20,35,S018,281.29,848.32,0.46,2024-12-26 18:21:16.959218
I0719,Item_719,Electronics,W001,339,38,S014,176.77,833.62,0.46,2024-05-04 18:21:16.959228
I0720,Item_720,Furniture,W002,466,19,S002,466.77,409.48,0.48,2024-07-04 18:21:16.959237
I0721,Item_721,Electronics,W006,210,29,S012,461.71,339.97,0.31,2024-09-12 18:21:16.959246
I0722,Item_722,Food,W006,139,40,S006,253.67,497.01,0.37,2024-08-14 18:21:16.959255
I0723,Item_723,Food,W002,292,12,S004,167.3,577.04,0.41,2024-07-05 18:21:16.959264
I0724,Item_724,Electronics,W001,297,13,S013,369.88,245.95,0.15,2024-08-25 18:21:16.959273
I0725,Item_725,Electronics,W010,400,41,S004,23.17,796.02,0.34,2024-03-28 18:21:16.959281
I0726,Item_726,Furniture,W005,100,49,S014,240.01,491.62,0.11,2024-07-07 18:21:16.959291
I0727,Item_727,Electronics,W005,303,43,S016,171.48,340.71,0.3,2024-02-29 18:21:16.959300
I0728,Item_728,Furniture,W002,358,36,S004,460.67,115.75,0.16,2024-11-09 18:21:16.959310
I0729,Item_729,Furniture,W006,27,21,S001,10.94,246.46,0.17,2024-07-16 18:21:16.959319
I0730,Item_730,Electronics,W009,40,39,S013,278.64,949.79,0.25,2024-12-06 18:21:16.959328
I0731,Item_731,Clothing,W002,354,41,S004,371.63,312.05,0.27,2024-07-05 18:21:16.959338
I0732,Item_732,Clothing,W010,302,23,S020,245.08,177.17,0.35,2024-08-24 18:21:16.959347
I0733,Item_733,Furniture,W002,495,48,S018,47.27,466.07,0.13,2024-08-23 18:21:16.959358
I0734,Item_734,Electronics,W003,145,33,S006,486.37,314.02,0.3,2024-10-13 18:21:16.959368
I0735,Item_735,Clothing,W007,255,11,S003,261.42,44.81,0.17,2024-07-19 18:21:16.959377
I0736,Item_736,Electronics,W006,461,32,S013,309.02,329.91,0.33,2024-05-12 18:21:16.959387
I0737,Item_737,Electronics,W008,226,13,S016,122.12,548.67,0.35,2024-02-26 18:21:16.959397
I0738,Item_738,Electronics,W008,235,32,S005,244.33,556.2,0.32,2024-08-06 18:21:16.959406
I0739,Item_739,Toys,W006,360,10,S004,217.43,362.99,0.4,2024-10-01 18:21:16.959415
I0740,Item_740,Electronics,W010,379,33,S008,42.07,452.83,0.23,2024-04-06 18:21:16.959426
I0741,Item_741,Toys,W003,454,21,S019,57.55,965.86,0.41,2024-10-20 18:21:16.959436
I0742,Item_742,Furniture,W003,488,20,S014,419.55,383.57,0.27,2024-10-12 18:21:16.959445
I0743,Item_743,Clothing,W001,12,27,S007,123.71,265.64,0.29,2024-11-02 18:21:16.959456
I0744,Item_744,Clothing,W007,209,35,S014,101.5,251.03,0.36,2024-06-05 18:21:16.959465
I0745,Item_745,Clothing,W005,228,7,S006,254.93,463.19,0.11,2024-12-22 18:21:16.959474
I0746,Item_746,Clothing,W004,396,25,S012,385.53,761.92,0.36,2024-10-12 18:21:16.959484
I0747,Item_747,Clothing,W010,99,30,S016,35.66,213.93,0.35,2025-01-14 18:21:16.959492
I0748,Item_748,Clothing,W004,30,40,S017,290.52,712.2,0.22,2024-05-04 18:21:16.959502
I0749,Item_749,Clothing,W004,385,46,S013,64.01,30.94,0.13,2025-02-21 18:21:16.959508
I0750,Item_750,Furniture,W006,15,41,S014,23.05,424.74,0.14,2024-08-14 18:21:16.959513
I0751,Item_751,Electronics,W008,136,26,S007,31.11,778.11,0.47,2024-11-06 18:21:16.959518
I0752,Item_752,Food,W008,328,46,S014,417.91,345.35,0.38,2024-07-18 18:21:16.959524
I0753,Item_753,Toys,W005,165,16,S015,63.4,568.1,0.15,2025-02-20 18:21:16.959529
I0754,Item_754,Food,W006,458,46,S012,27.35,212.93,0.24,2024-06-25 18:21:16.959534
I0755,Item_755,Food,W004,309,17,S017,221.76,744.58,0.34,2024-09-11 18:21:16.959540
I0756,Item_756,Electronics,W009,439,15,S009,422.78,61.76,0.43,2025-01-29 18:21:16.959549
I0757,Item_757,Electronics,W008,469,20,S015,134.89,854.02,0.12,2025-02-07 18:21:16.959555
I0758,Item_758,Electronics,W010,480,12,S012,213.75,206.21,0.19,2024-07-23 18:21:16.959560
I0759,Item_759,Clothing,W010,99,44,S002,24.76,875.65,0.46,2024-11-24 18:21:16.959565
I0760,Item_760,Furniture,W001,108,44,S005,227.29,359.0,0.1,2025-01-24 18:21:16.959573
I0761,Item_761,Clothing,W002,342,49,S013,290.92,725.46,0.18,2024-08-03 18:21:16.959582
I0762,Item_762,Furniture,W009,172,6,S020,287.6,326.03,0.48,2024-08-01 18:21:16.959594
I0763,Item_763,Furniture,W008,236,34,S008,169.55,906.85,0.35,2024-11-09 18:21:16.959602
I0764,Item_764,Food,W003,161,34,S014,161.19,135.37,0.2,2024-10-01 18:21:16.959608
I0765,Item_765,Food,W008,392,16,S015,57.78,186.73,0.13,2024-11-15 18:21:16.959613
I0766,Item_766,Furniture,W001,215,14,S011,186.57,498.1,0.11,2024-04-12 18:21:16.959618
I0767,Item_767,Furniture,W010,263,48,S001,54.25,91.12,0.2,2024-06-28 18:21:16.959624
I0768,Item_768,Clothing,W004,262,15,S003,384.46,204.02,0.45,2024-06-22 18:21:16.959629
I0769,Item_769,Clothing,W003,291,19,S017,483.31,944.33,0.27,2024-09-14 18:21:16.959635
I0770,Item_770,Food,W006,273,20,S019,485.19,976.72,0.39,2024-09-04 18:21:16.959640
I0771,Item_771,Electronics,W007,2,21,S014,433.21,382.5,0.47,2025-01-20 18:21:16.959645
I0772,Item_772,Furniture,W004,27,30,S008,302.39,924.05,0.26,2024-05-16 18:21:16.959651
I0773,Item_773,Clothing,W007,325,6,S013,351.93,549.38,0.18,2024-03-02 18:21:16.959656
I0774,Item_774,Food,W009,491,16,S020,146.18,277.05,0.31,2024-03-03 18:21:16.959661
I0775,Item_775,Clothing,W002,427,30,S003,317.23,705.37,0.46,2025-02-03 18:21:16.959667
I0776,Item_776,Furniture,W003,148,27,S005,230.55,662.31,0.42,2024-04-22 18:21:16.959672
I0777,Item_777,Furniture,W005,27,22,S009,243.6,989.23,0.13,2024-09-14 18:21:16.959678
I0778,Item_778,Toys,W003,487,36,S006,380.1,272.4,0.38,2024-11-19 18:21:16.959683
I0779,Item_779,Electronics,W008,309,42,S002,144.55,675.34,0.33,2024-04-23 18:21:16.959689
I0780,Item_780,Toys,W010,437,7,S013,162.43,61.5,0.46,2024-03-22 18:21:16.959694
I0781,Item_781,Food,W008,64,42,S005,462.7,122.51,0.15,2024-12-31 18:21:16.959700
I0782,Item_782,Clothing,W008,355,7,S008,32.83,13.88,0.31,2024-03-28 18:21:16.959705
I0783,Item_783,Food,W009,20,34,S001,245.39,999.47,0.45,2024-10-20 18:21:16.959710
I0784,Item_784,Furniture,W004,251,5,S020,456.84,804.25,0.26,2024-08-15 18:21:16.959716
I0785,Item_785,Toys,W005,234,34,S012,307.13,788.86,0.29,2024-06-26 18:21:16.959722
I0786,Item_786,Toys,W005,226,49,S011,275.47,514.63,0.13,2024-03-12 18:21:16.959727
I0787,Item_787,Toys,W008,12,36,S007,128.62,307.07,0.21,2024-11-28 18:21:16.959733
I0788,Item_788,Food,W007,312,32,S015,174.92,159.75,0.23,2024-03-25 18:21:16.959738
I0789,Item_789,Furniture,W009,48,25,S011,426.76,291.83,0.48,2024-07-24 18:21:16.959744
I0790,Item_790,Clothing,W008,117,17,S016,281.81,382.21,0.21,2024-11-24 18:21:16.959749
I0791,Item_791,Clothing,W002,53,31,S003,259.8,758.75,0.28,2024-04-27 18:21:16.959754
I0792,Item_792,Food,W010,137,40,S020,54.29,544.27,0.37,2024-07-04 18:21:16.959760
I0793,Item_793,Toys,W004,52,11,S014,12.93,86.71,0.16,2024-08-24 18:21:16.959765
I0794,Item_794,Electronics,W006,43,26,S003,482.02,27.85,0.29,2025-01-17 18:21:16.959771
I0795,Item_795,Food,W002,302,14,S001,191.61,111.31,0.4,2024-10-08 18:21:16.959776
I0796,Item_796,Food,W007,52,43,S015,303.59,416.39,0.45,2024-08-13 18:21:16.959781
I0797,Item_797,Furniture,W003,73,19,S001,44.46,933.86,0.35,2025-02-09 18:21:16.959786
I0798,Item_798,Clothing,W003,45,19,S017,343.14,641.03,0.37,2024-06-12 18:21:16.959792
I0799,Item_799,Food,W002,12,8,S002,466.62,803.81,0.15,2024-10-12 18:21:16.959797
I0800,Item_800,Food,W008,164,36,S020,289.95,471.71,0.48,2025-02-23 18:21:16.959803
I0801,Item_801,Toys,W006,101,27,S006,67.43,368.05,0.15,2025-01-06 18:21:16.959808
I0802,Item_802,Toys,W001,279,10,S008,292.95,117.32,0.41,2024-11-20 18:21:16.959813
I0803,Item_803,Electronics,W001,257,28,S016,384.34,877.17,0.21,2024-08-07 18:21:16.959819
I0804,Item_804,Furniture,W007,469,24,S019,206.18,785.33,0.47,2025-01-29 18:21:16.959846
I0805,Item_805,Electronics,W008,336,41,S001,440.52,176.44,0.39,2024-03-18 18:21:16.959858
I0806,Item_806,Toys,W005,355,24,S003,326.1,517.14,0.4,2024-07-04 18:21:16.959867
I0807,Item_807,Clothing,W005,397,16,S003,450.13,492.5,0.19,2024-03-12 18:21:16.959874
I0808,Item_808,Toys,W004,137,37,S005,313.64,628.84,0.28,2024-06-25 18:21:16.959879
I0809,Item_809,Furniture,W006,162,32,S012,69.99,946.73,0.35,2024-03-03 18:21:16.959885
I0810,Item_810,Toys,W006,408,12,S012,158.3,583.97,0.41,2024-04-03 18:21:16.959890
I0811,Item_811,Furniture,W003,386,5,S020,104.89,544.82,0.14,2024-03-10 18:21:16.959896
I0812,Item_812,Furniture,W009,110,41,S013,454.87,59.82,0.48,2025-01-04 18:21:16.959901
